dir_up,dir_down,dir_left,dir_right,danger_straight,danger_left,danger_right,dx_food,dy_food,action
0,0,1,0,0,0,0,-0.3,0.034482758620689655,0
0,0,1,0,0,0,0,-0.275,0.034482758620689655,0
0,0,1,0,0,0,0,-0.25,0.034482758620689655,0
0,0,1,0,0,0,0,-0.225,0.034482758620689655,0
0,0,1,0,0,0,0,-0.2,0.034482758620689655,0
0,0,1,0,0,0,0,-0.175,0.034482758620689655,1
0,1,0,0,0,0,0,-0.175,0.0,2
0,0,1,0,0,0,0,-0.15,0.0,0
0,0,1,0,0,0,0,-0.125,0.0,0
0,0,1,0,0,0,0,-0.1,0.0,0
0,0,1,0,0,0,0,-0.075,0.0,0
0,0,1,0,0,0,0,-0.05,0.0,0
0,0,1,0,0,0,0,-0.025,0.0,0
